lat,lon,time,water_level,flood_level,severity,duration
33.24428056,-79.9913028,0,9.96,7.547784801,1.319592472,7200
33.73126819,-80.6284209,0,80.06,77.07362862,1.038746993,7200
34.01293324,-80.982035,0,2,0.713359894,2.803633926,7200
30.63713636,-87.6072077,0,5.47,4.688596072,1.166660535,7200
30.51825089,-87.4627577,0,9.59,9.102153533,1.053596818,7200
32.59416667,-89.8405556,0,299.85,297.1588276,1.009056343,7200
44.19563889,-89.4174722,0,97.99,90.06648537,1.087974063,7200
28.36639716,-81.59868518,0,88.76,88.60355723,1.001765649,7200
31.9661111,-89.115,0,18,8.870062463,2.029297998,7200
37.84559817,-87.5922359,0,19.6,18.85359133,1.039589734,7200
34.75527778,-81.9272222,0,7.81,7.322527473,1.066571621,7200
41.787175,-89.677075,0,6.29,6.242955166,1.007535667,7200
33.9875,-81.0275,0,2.11,0.977319714,2.158965966,7200
33.81071,-80.8670348,0,11.64,5.952614776,1.955443186,7200
31.48599734,-87.9088882,0,25.41,9.603679431,2.64586091,7200
31.3637786,-87.7649946,0,19.03,11.52776141,1.650797525,7200
28.42639484,-81.6086852,0,89.64,89.3292719,1.003478458,7200
38.37194444,-88.2330556,0,16.61,13.37348599,1.242009751,7200
35.2675,-91.6397222,0,19.84,12.2340847,1.621698761,7200
33.97677778,-81.2278056,0,4.44,3.96967033,1.118480788,7200
47.8686089,-98.3578795,0,49.33,40.09539346,1.230315898,7200
35.17,-82.4027778,0,1.16,1.123827913,1.0321865,7200
35.93916667,-92.1141667,0,293.5,292.4496397,1.003591594,7200
35.14166667,-82.4086111,0,30.14,28.45613252,1.059174151,7200
34.8561111,-82.2683333,0,840.24,839.477181,1.000908683,7200
32.7804544,-79.923699,0,21.08,18.12141101,1.163264825,7200
28.08682987,-82.6937554,0,3.9,3.830485734,1.018147637,7200
46.91555556,-98.0105556,0,5.53,5.373537996,1.02911713,7200
36.2875,-86.6883333,0,28.44,23.87202774,1.191352503,7200
33.60702778,-81.1356111,0,9.82,8.939305019,1.098519402,7200
35.2884972,-91.461675,0,197.99,196.9643621,1.005207226,7200
32.13014697,-88.0411267,0,49.51,36.43607867,1.358818012,7200
36.8761561,-87.47195119,0,9.6,9.386146096,1.022783995,7200
29.8897222,-85.2547222,0,1.6,1.174424779,1.362369075,7200
33.47366667,-81.2089167,0,5.43,4.417021277,1.22933526,7200
28.18194444,-82.1852778,0,54.32,54.10303841,1.004010155,7200
28.72304997,-81.6847976,0,63.37,62.32176739,1.016819687,7200
