smallsat04,0.777793066,-1.926576424,1834.933487,1837.568555,0.417546077,0.02273851,4,12,294,303,1,,,,,,
smallsat04,0.836809105,-1.857909796,1888.047477,1890.680597,0.189169688,0.405415156,4,9,45,304,1,,,,,,
smallsat04,0.836809105,-1.857902814,1888.047548,1890.680671,0.189226248,0.405386876,4,9,44,305,1,,,,,,
smallsat04,0.837777205,-1.857284845,1888.933474,1891.567011,0.194578483,0.021856187,4,9,46,306,1,,,,,,
smallsat04,0.874300872,-1.849139987,1922.234402,1924.878631,0.267316274,0.007426238,4,10,47,307,1,,,,,,
smallsat04,0.905280466,-1.822014656,1950.999457,1953.669246,0.455180703,0.004955858,4,12,51,310,1,,,,,,
smallsat04,0.906150304,-1.818271099,1951.897877,1954.571351,0.47819914,0.002686753,4,12,53,311,1,,,,,,
smallsat04,0.938411633,-1.835413688,1980.825435,1983.48924,0.367968805,0.002774196,4,11,62,313,1,,,,,,
smallsat04,0.954799716,-1.877737923,1995.173655,1997.820712,0.078084427,0.019284937,4,8,81,318,1,,,,,,
smallsat04,0.963212849,-1.876307346,2002.835738,2005.48449,0.091200702,0.007219502,4,8,89,324,1,,,,,,
smallsat04,0.967627816,-1.882104771,2006.828739,2009.477052,0.051681044,0.474159478,4,8,97,328,1,,,,,,
smallsat04,0.967657487,-1.881734238,2006.856888,2009.505268,0.054321163,0.472839419,4,8,98,329,1,,,,,,
smallsat04,0.976087985,-1.880207948,2014.534014,2017.184016,0.06838981,0.01341146,4,8,106,338,1,,,,,,
smallsat04,0.988110878,-1.89232343,2025.454577,2028.104978,0.011235356,0.012161146,4,7,116,342,1,,,,,,
smallsat04,1.00440138,-1.856113154,2040.539159,2043.201297,0.235749003,0.382125498,4,10,130,348,1,,,,,,
smallsat04,1.005738826,-1.854597684,2041.780063,2044.443072,0.245485363,0.377257319,4,10,131,349,1,,,,,,
smallsat00,0.879827754,1.202422772,2042.096526,2044.616793,0.360260992,0.030341755,0,11,304,350,1,,,,,,
smallsat04,1.006765777,-1.854444619,2042.717917,2045.381152,0.246478777,0.376760611,4,10,132,351,1,,,,,,
smallsat04,1.007164044,-1.855321333,2043.067478,2045.730387,0.240928634,0.029228043,4,10,133,352,1,,,,,,
smallsat04,1.020879592,-1.835718807,2055.936593,2058.611964,0.358565809,0.005031624,4,11,137,354,1,,,,,,
smallsat04,1.023266242,-1.949597404,2058.093508,2060.759763,0.352915516,0.028750611,4,11,305,355,1,,,,,,
smallsat04,1.023478649,-1.944042004,2058.166918,2060.830844,0.320536306,0.003297664,4,11,306,356,1,,,,,,
smallsat04,1.032366878,-1.842003702,2066.268441,2068.941666,0.320733678,0.010049519,4,11,145,362,1,,,,,,
smallsat04,1.033575955,-1.836908074,2067.480263,2070.156553,0.349734303,0.325132848,4,11,147,363,1,,,,,,
smallsat04,1.033578398,-1.836898998,2067.482695,2070.15899,0.349785203,0.325107399,4,11,148,364,1,,,,,,
smallsat04,1.033817159,-1.831074137,2067.83861,2070.518572,0.382315154,0.308842423,4,11,149,365,1,,,,,,
smallsat04,1.045401189,-1.818033124,2078.755175,2081.44555,0.448373696,0.010373149,4,12,158,373,1,,,,,,
smallsat04,1.055292423,-1.814251571,2087.886811,2090.58095,0.463832007,0.002589155,4,12,162,376,1,,,,,,
smallsat04,1.061421758,-1.823474118,2093.200735,2095.888816,0.415343397,0.003675736,4,12,165,378,1,,,,,,
smallsat04,1.061673731,-1.812854034,2093.747384,2096.443124,0.468202752,0.010279286,4,12,166,379,1,,,,,,
smallsat00,0.809578252,1.302051977,2105.293818,2107.808765,0.457860592,0.350950149,0,12,179,384,1,,,,,,
smallsat04,1.076282748,-1.919153155,2105.835797,2108.499284,0.133520303,0.02499043,4,9,312,386,1,,,,,,
smallsat04,1.08728841,-1.796216508,2117.671541,2120.382137,0.532353586,0.003908433,4,13,184,395,1,,,,,,
smallsat04,1.089970405,-1.804867756,2119.803345,2122.507126,0.492809559,0.002766555,4,13,190,397,1,,,,,,
smallsat04,1.090883945,-1.80028241,2120.797707,2123.505119,0.512705147,0.005080699,4,13,191,398,1,,,,,,
smallsat04,1.10453249,-1.88017339,2131.54332,2134.212791,0.102835703,0.448582149,4,8,201,405,1,,,,,,
smallsat04,1.112426649,-1.921072022,2138.76648,2141.434655,0.121919383,0.003934387,4,8,209,413,1,,,,,,
smallsat04,1.11700374,-1.875933287,2142.947795,2145.619834,0.127689004,0.436155498,4,8,214,416,1,,,,,,
smallsat04,1.117010721,-1.875944632,2142.954068,2145.626105,0.127628493,0.436185753,4,8,215,417,1,,,,,,
smallsat04,1.118308077,-1.883845353,2144.082606,2146.753308,0.085003846,0.024428567,4,8,222,419,1,,,,,,
smallsat04,1.11910084,-1.917591417,2144.821739,2147.490415,0.099117521,0.029025533,4,8,223,420,1,,,,,,
smallsat04,1.122114623,-1.90959184,2147.52807,2150.196947,0.054085463,0.004166754,4,8,226,422,1,,,,,,
smallsat04,1.127233813,-1.920554375,2152.252171,2154.92202,0.110253895,0.444873052,4,8,233,428,1,,,,,,
smallsat04,1.142880341,-1.927095171,2166.560912,2169.233217,0.134809652,0.432595174,4,9,243,436,1,,,,,,
smallsat04,1.144092123,-1.928292467,2167.675974,2170.348427,0.140173073,0.429913464,4,9,245,437,1,,,,,,
smallsat04,1.147038064,-1.935240448,2170.431962,2173.105531,0.173144363,0.413427819,4,9,327,439,1,,,,,,
smallsat04,1.147064244,-1.935868068,2170.463107,2173.136765,0.176263568,0.411868216,4,9,328,440,1,,,,,,
smallsat04,1.149118322,-1.94026368,2172.388503,2175.063023,0.196892438,0.401553781,4,9,329,441,1,,,,,,
smallsat04,1.152702495,-1.941501782,2175.668873,2178.343948,0.199965241,0.028103088,4,9,331,443,1,,,,,,
smallsat04,1.164281952,-1.79881759,2187.731196,2190.441844,0.474315117,0.006869124,4,12,262,446,1,,,,,,
smallsat00,0.713292521,1.183280367,2192.186726,2194.703914,0.482997825,0.047261064,0,13,335,449,1,,,,,,
smallsat00,0.708649928,1.177977341,2196.239524,2198.762582,0.521177089,0.239411455,0,13,336,450,1,,,,,,
smallsat04,1.189851305,-2.034877246,2211.957288,2214.667839,0.54549624,0.002247673,4,13,338,452,1,,,,,,
smallsat04,1.207663594,-1.844484566,2226.100509,2228.79206,0.264554065,0.002872162,4,10,265,454,1,,,,,,
smallsat04,1.21182294,-1.851188184,2229.780727,2232.470563,0.235231331,0.382384334,4,10,268,456,1,,,,,,
smallsat04,1.211907624,-1.852756571,2229.832921,2232.52231,0.228652254,0.014504937,4,10,269,457,1,,,,,,
smallsat04,1.211821021,-1.846780704,2229.853455,2232.544627,0.253492559,0.37325372,4,10,267,458,1,,,,,,
smallsat04,1.226202883,-1.858642677,2242.795128,2245.484311,0.200207651,0.002747553,4,9,278,467,1,,,,,,
smallsat04,1.241908001,-1.847104532,2257.30849,2260.002101,0.240235294,0.007799998,4,10,281,470,1,,,,,,
smallsat00,0.416281098,1.195383335,2460.027122,2462.49095,0.265643396,0.367178302,0,10,339,471,1,,,,,,
smallsat00,0.415985788,1.194788003,2460.287595,2462.751806,0.271774865,0.364112567,0,10,340,472,1,,,,,,
smallsat00,0.414235747,1.196146393,2461.872122,2464.334939,0.256230566,0.371884717,0,10,341,473,1,,,,,,
smallsat03,0.628636024,-2.002503622,2837.339811,2839.90477,0.489082226,0.016975637,3,13,342,474,1,,,,,,
smallsat03,0.644718255,-1.945784296,2851.28585,2853.826069,0.05205483,0.003815479,3,8,343,475,1,,,,,,
smallsat03,0.64672233,-1.94248688,2853.105786,2855.646895,0.08585296,0.45707352,3,8,344,476,1,,,,,,
smallsat03,0.680423887,-1.974440072,2883.630018,2886.175127,0.202768307,0.014450929,3,9,346,478,1,,,,,,
smallsat04,1.208235591,1.131737111,2888.524698,2891.236614,0.244456708,0.377771646,4,10,347,479,1,,,,,,
smallsat03,0.70439094,-1.952885814,2905.190389,2907.734645,0.019940269,0.036348416,3,7,348,480,1,,,,,,
smallsat03,0.722748121,-1.969276812,2921.819748,2924.36593,0.123234618,0.199371262,3,8,352,485,1,,,,,,
smallsat04,1.165684289,1.206233698,2927.805951,2930.504792,0.104513568,0.447743216,4,8,288,487,1,,,,,,
smallsat04,1.162425934,1.21119916,2930.740306,2933.439275,0.130733618,0.434633191,4,8,290,488,1,,,,,,
smallsat03,0.735152805,-1.94286052,2933.038357,2935.587856,0.129940156,0.008160001,3,8,353,489,1,,,,,,
smallsat03,0.746635483,-1.970017844,2943.410849,2945.95857,0.112923813,0.005892551,3,8,354,490,1,,,,,,
smallsat03,0.765457515,-1.930179272,2960.580176,2963.138814,0.254063313,0.002638378,3,10,291,491,1,,,,,,
smallsat03,0.775316793,-1.925897875,2969.565918,2972.128327,0.292707747,0.37323116,3,10,292,492,1,,,,,,
smallsat03,0.776041977,-1.929121672,2970.176534,2972.736915,0.266325282,0.366837359,3,10,293,493,1,,,,,,
smallsat03,0.777793066,-1.926576424,2971.798119,2974.360315,0.287804263,0.027803521,3,10,294,494,1,,,,,,
smallsat03,0.814145464,-1.949995287,3004.475028,3007.029936,0.105798515,0.003608103,3,8,355,495,1,,,,,,
smallsat03,0.832106229,-1.993729607,3020.903411,3023.462072,0.25097287,0.040973031,3,10,356,496,1,,,,,,
smallsat03,0.835254715,-1.99176887,3023.7248,3026.282858,0.233001446,0.383744717,3,10,357,497,1,,,,,,
smallsat03,0.837755597,-1.991924379,3025.98828,3028.546495,0.23228363,0.383858185,3,10,358,498,1,,,,,,
smallsat03,0.838212001,-1.992267859,3026.405339,3028.963694,0.234727087,0.382636456,3,10,359,499,1,,,,,,
smallsat03,0.934126413,-1.963606499,3113.099862,3115.662383,0.048086341,0.003829866,3,8,295,503,1,,,,,,
smallsat03,0.952373883,-1.91716032,3130.247404,3132.831782,0.374633389,0.00723028,3,11,296,504,1,,,,,,
smallsat03,0.957200538,-1.914531523,3134.689478,3137.276058,0.390611879,0.00886355,3,11,297,505,1,,,,,,
smallsat03,0.974183116,-1.891493316,3150.773982,3153.38097,0.519548777,0.0087101,3,13,300,510,1,,,,,,
smallsat03,0.974437358,-1.893065771,3150.951861,3153.557348,0.51107865,0.013486244,3,13,301,511,1,,,,,,
smallsat03,0.980050965,-1.888530218,3156.203236,3158.813256,0.533302308,0.006640486,3,13,109,514,1,,,,,,
smallsat03,0.988110878,-1.89232343,3163.389412,3165.995913,0.511077347,0.006013423,3,13,116,518,1,,,,,,
smallsat04,0.879827754,1.202422772,3188.274018,3190.953096,0.282815309,0.034014875,4,10,304,519,1,,,,,,
smallsat03,1.02458695,-1.940815064,3195.35187,3197.928365,0.225407034,0.194390043,3,10,307,522,1,,,,,,
smallsat03,1.035798457,-1.884467947,3206.957277,3209.571207,0.532934495,0.233532753,3,13,152,524,1,,,,,,
smallsat03,1.052778067,-2.009910171,3220.879197,3223.45107,0.196096608,0.401951696,3,9,369,527,1,,,,,,
smallsat03,1.053376191,-2.01164049,3221.44332,3224.015495,0.205906318,0.014644146,3,9,370,528,1,,,,,,
smallsat03,1.066400711,-2.04184254,3233.798187,3236.380238,0.364329211,0.317835394,3,11,373,533,1,,,,,,
smallsat03,1.066547842,-2.044173951,3233.988205,3236.571281,0.37642206,0.31178897,3,11,374,534,1,,,,,,
smallsat03,1.076282748,-1.919153155,3242.692343,3245.28206,0.34445521,0.018906786,3,11,312,537,1,,,,,,
smallsat03,1.097608332,-1.893040376,3262.774933,3265.381225,0.464955667,0.009207043,3,12,196,543,1,,,,,,
smallsat03,1.102787492,-2.063251884,3267.286346,3269.877014,0.433645152,0.003408323,3,12,381,548,1,,,,,,
smallsat03,1.103964734,-2.055415268,3268.129594,3270.716639,0.395509833,0.302245084,3,12,382,550,1,,,,,,
smallsat03,1.104987846,-2.058044432,3269.126694,3271.714741,0.406961363,0.296519319,3,12,383,551,1,,,,,,
smallsat03,1.105340246,-1.894672015,3269.74263,3272.347708,0.45379655,0.004178092,3,12,202,553,1,,,,,,
smallsat03,1.106768431,-2.063166275,3270.882746,3273.473262,0.429003048,0.285498476,3,12,384,554,1,,,,,,
smallsat03,1.106768431,-2.063176747,3270.883054,3273.473574,0.429051406,0.285474297,3,12,385,555,1,,,,,,
smallsat03,1.108119805,-1.893336803,3272.3083,3274.914241,0.458492623,0.002929374,3,12,204,557,1,,,,,,
smallsat03,1.12542827,-1.925912187,3287.185879,3289.774076,0.297587562,0.351206219,3,10,229,574,1,,,,,,
smallsat03,1.125641252,-1.935971322,3287.196863,3289.781063,0.247166767,0.017564603,3,10,320,575,1,,,,,,
smallsat03,1.12662574,-1.936847721,3288.076955,3290.660927,0.242569711,0.378715145,3,10,321,577,1,,,,,,
smallsat03,1.13214695,-1.93377027,3293.143775,3295.729112,0.25734885,0.00268914,3,10,325,583,1,,,,,,
smallsat03,1.142880341,-1.927095171,3303.016318,3305.604613,0.287144463,0.356427768,3,10,243,586,1,,,,,,
smallsat03,1.144092123,-1.928292467,3304.094297,3306.682122,0.281068747,0.359465627,3,10,245,589,1,,,,,,
smallsat03,1.147038064,-1.935240448,3306.647564,3309.232911,0.246946784,0.376526608,3,10,327,591,1,,,,,,
smallsat03,1.147064244,-1.935868068,3306.661043,3309.246173,0.243904541,0.37804773,3,10,328,592,1,,,,,,
smallsat03,1.149118322,-1.94026368,3308.458793,3311.042609,0.222099667,0.388950167,3,10,329,593,1,,,,,,
smallsat03,1.168479992,-1.977670484,3325.728136,3328.305187,0.040756603,0.004457924,3,7,334,597,1,,,,,,
smallsat04,0.71516402,1.161519235,3338.304631,3340.958179,0.061007652,0.469496174,4,8,397,602,1,,,,,,
smallsat04,0.714758231,1.162293114,3338.670754,3341.324282,0.068391378,0.465804311,4,8,398,603,1,,,,,,
smallsat04,0.714556994,1.164813195,3338.843798,3341.497467,0.092148326,0.453925837,4,8,399,604,1,,,,,,
smallsat03,1.19921545,-2.089122306,3355.211112,3357.806261,0.431949745,0.008060065,3,12,403,611,1,,,,,,
smallsat03,1.208720024,-1.889168066,3363.742145,3366.347209,0.414178571,0.002433697,3,12,266,613,1,,,,,,
smallsat03,1.221933423,-1.870574812,3376.320076,3378.933661,0.469531383,0.004514288,3,12,276,618,1,,,,,,
smallsat03,1.241908001,-1.847104532,3395.272278,3397.896216,0.525022741,0.004876275,3,13,281,622,1,,,,,,
smallsat02,0.564650368,-2.017418804,3912.943425,3915.486,0.115518975,0.029219125,2,8,404,623,1,,,,,,
smallsat02,0.581812784,-2.021709417,3928.42422,3930.967259,0.081616746,0.02929214,2,8,405,624,1,,,,,,
smallsat02,0.628636024,-2.002503622,3970.884383,3973.442572,0.295930077,0.023393266,2,10,342,625,1,,,,,,
